,DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
17372614,2024-05-19,02:00,HB_NORTH,10.13,N
17372617,2024-05-19,02:00,HB_WEST,3.03,N
17373522,2024-05-19,03:00,HB_NORTH,8.0,N
17373525,2024-05-19,03:00,HB_WEST,2.5,N
17374430,2024-05-19,04:00,HB_NORTH,5.41,N
17374433,2024-05-19,04:00,HB_WEST,0.35,N
17375338,2024-05-19,05:00,HB_NORTH,6.29,N
17375341,2024-05-19,05:00,HB_WEST,1.45,N
17376246,2024-05-19,06:00,HB_NORTH,7.25,N
17376249,2024-05-19,06:00,HB_WEST,2.87,N
17377154,2024-05-19,07:00,HB_NORTH,9.82,N
17377157,2024-05-19,07:00,HB_WEST,6.29,N
17378062,2024-05-19,08:00,HB_NORTH,7.49,N
17378065,2024-05-19,08:00,HB_WEST,3.92,N
17378970,2024-05-19,09:00,HB_NORTH,5.21,N
17378973,2024-05-19,09:00,HB_WEST,-0.5,N
17379878,2024-05-19,10:00,HB_NORTH,6.0,N
17379881,2024-05-19,10:00,HB_WEST,-0.79,N
17380786,2024-05-19,11:00,HB_NORTH,8.04,N
17380789,2024-05-19,11:00,HB_WEST,-0.49,N
17381694,2024-05-19,12:00,HB_NORTH,11.39,N
17381697,2024-05-19,12:00,HB_WEST,0.04,N
17382602,2024-05-19,13:00,HB_NORTH,12.84,N
17382605,2024-05-19,13:00,HB_WEST,0.6,N
17383510,2024-05-19,14:00,HB_NORTH,16.0,N
17383513,2024-05-19,14:00,HB_WEST,1.99,N
17384418,2024-05-19,15:00,HB_NORTH,16.15,N
17384421,2024-05-19,15:00,HB_WEST,-0.35,N
17385326,2024-05-19,16:00,HB_NORTH,17.42,N
17385329,2024-05-19,16:00,HB_WEST,-1.59,N
17386234,2024-05-19,17:00,HB_NORTH,18.12,N
17386237,2024-05-19,17:00,HB_WEST,-0.99,N
17387142,2024-05-19,18:00,HB_NORTH,20.75,N
17387145,2024-05-19,18:00,HB_WEST,-0.6,N
17388050,2024-05-19,19:00,HB_NORTH,22.88,N
17388053,2024-05-19,19:00,HB_WEST,-0.61,N
17388958,2024-05-19,20:00,HB_NORTH,27.58,N
17388961,2024-05-19,20:00,HB_WEST,12.02,N
17389866,2024-05-19,21:00,HB_NORTH,31.01,N
17389869,2024-05-19,21:00,HB_WEST,18.69,N
17390774,2024-05-19,22:00,HB_NORTH,18.73,N
17390777,2024-05-19,22:00,HB_WEST,6.28,N
17391682,2024-05-19,23:00,HB_NORTH,14.0,N
17391685,2024-05-19,23:00,HB_WEST,3.39,N
17392590,2024-05-19,24:00,HB_NORTH,13.12,N
17392593,2024-05-19,24:00,HB_WEST,3.74,N
17393498,2024-05-20,01:00,HB_NORTH,12.99,N
17393501,2024-05-20,01:00,HB_WEST,-0.01,N
17394406,2024-05-20,02:00,HB_NORTH,10.53,N
17394409,2024-05-20,02:00,HB_WEST,-0.07,N
17395314,2024-05-20,03:00,HB_NORTH,10.02,N
17395317,2024-05-20,03:00,HB_WEST,0.0,N
17396222,2024-05-20,04:00,HB_NORTH,9.23,N
17396225,2024-05-20,04:00,HB_WEST,0.05,N
17397130,2024-05-20,05:00,HB_NORTH,8.27,N
17397133,2024-05-20,05:00,HB_WEST,0.52,N
17398038,2024-05-20,06:00,HB_NORTH,11.14,N
17398041,2024-05-20,06:00,HB_WEST,5.88,N
17398946,2024-05-20,07:00,HB_NORTH,11.52,N
17398949,2024-05-20,07:00,HB_WEST,7.52,N
17399854,2024-05-20,08:00,HB_NORTH,10.69,N
17399857,2024-05-20,08:00,HB_WEST,4.54,N
17400762,2024-05-20,09:00,HB_NORTH,7.41,N
17400765,2024-05-20,09:00,HB_WEST,0.68,N
17401670,2024-05-20,10:00,HB_NORTH,6.33,N
17401673,2024-05-20,10:00,HB_WEST,0.0,N
17402578,2024-05-20,11:00,HB_NORTH,11.42,N
17402581,2024-05-20,11:00,HB_WEST,4.43,N
17403486,2024-05-20,12:00,HB_NORTH,14.56,N
17403489,2024-05-20,12:00,HB_WEST,12.2,N
17404394,2024-05-20,13:00,HB_NORTH,17.91,N
17404397,2024-05-20,13:00,HB_WEST,18.33,N
17405302,2024-05-20,14:00,HB_NORTH,19.56,N
17405305,2024-05-20,14:00,HB_WEST,21.63,N
17406210,2024-05-20,15:00,HB_NORTH,20.17,N
17406213,2024-05-20,15:00,HB_WEST,23.3,N
17407118,2024-05-20,16:00,HB_NORTH,24.11,N
17407121,2024-05-20,16:00,HB_WEST,28.04,N
17408026,2024-05-20,17:00,HB_NORTH,24.84,N
17408029,2024-05-20,17:00,HB_WEST,27.43,N
17408934,2024-05-20,18:00,HB_NORTH,26.68,N
17408937,2024-05-20,18:00,HB_WEST,24.97,N
17409842,2024-05-20,19:00,HB_NORTH,23.82,N
17409845,2024-05-20,19:00,HB_WEST,22.9,N
17410750,2024-05-20,20:00,HB_NORTH,45.14,N
17410753,2024-05-20,20:00,HB_WEST,45.91,N
17411658,2024-05-20,21:00,HB_NORTH,38.41,N
17411661,2024-05-20,21:00,HB_WEST,40.97,N
17412566,2024-05-20,22:00,HB_NORTH,19.07,N
17412569,2024-05-20,22:00,HB_WEST,17.76,N
17413474,2024-05-20,23:00,HB_NORTH,17.01,N
17413477,2024-05-20,23:00,HB_WEST,8.44,N
17414382,2024-05-20,24:00,HB_NORTH,14.21,N
17414385,2024-05-20,24:00,HB_WEST,0.56,N
17415290,2024-05-21,01:00,HB_NORTH,12.54,N
17415293,2024-05-21,01:00,HB_WEST,-1.27,N
17416198,2024-05-21,02:00,HB_NORTH,11.1,N
17416201,2024-05-21,02:00,HB_WEST,0.45,N
17417106,2024-05-21,03:00,HB_NORTH,9.8,N
17417109,2024-05-21,03:00,HB_WEST,0.52,N
17418014,2024-05-21,04:00,HB_NORTH,8.03,N
17418017,2024-05-21,04:00,HB_WEST,-0.39,N
17418922,2024-05-21,05:00,HB_NORTH,8.22,N
17418925,2024-05-21,05:00,HB_WEST,0.3,N
17419830,2024-05-21,06:00,HB_NORTH,10.85,N
17419833,2024-05-21,06:00,HB_WEST,4.39,N
17420738,2024-05-21,07:00,HB_NORTH,12.74,N
17420741,2024-05-21,07:00,HB_WEST,10.27,N
17421646,2024-05-21,08:00,HB_NORTH,12.98,N
17421649,2024-05-21,08:00,HB_WEST,12.01,N
17422554,2024-05-21,09:00,HB_NORTH,10.08,N
17422557,2024-05-21,09:00,HB_WEST,8.95,N
17423462,2024-05-21,10:00,HB_NORTH,10.09,N
17423465,2024-05-21,10:00,HB_WEST,9.2,N
17424370,2024-05-21,11:00,HB_NORTH,12.93,N
17424373,2024-05-21,11:00,HB_WEST,13.03,N
17425278,2024-05-21,12:00,HB_NORTH,16.73,N
17425281,2024-05-21,12:00,HB_WEST,17.71,N
17426186,2024-05-21,13:00,HB_NORTH,19.43,N
17426189,2024-05-21,13:00,HB_WEST,20.58,N
17427094,2024-05-21,14:00,HB_NORTH,20.43,N
17427097,2024-05-21,14:00,HB_WEST,22.6,N
17428002,2024-05-21,15:00,HB_NORTH,21.5,N
17428005,2024-05-21,15:00,HB_WEST,23.55,N
17428910,2024-05-21,16:00,HB_NORTH,31.84,N
17428913,2024-05-21,16:00,HB_WEST,34.37,N
17429818,2024-05-21,17:00,HB_NORTH,41.72,N
17429821,2024-05-21,17:00,HB_WEST,44.94,N
17430726,2024-05-21,18:00,HB_NORTH,44.72,N
17430729,2024-05-21,18:00,HB_WEST,48.57,N
17431634,2024-05-21,19:00,HB_NORTH,48.09,N
17431637,2024-05-21,19:00,HB_WEST,51.77,N
17432542,2024-05-21,20:00,HB_NORTH,89.91,N
17432545,2024-05-21,20:00,HB_WEST,94.03,N
17433450,2024-05-21,21:00,HB_NORTH,85.17,N
17433453,2024-05-21,21:00,HB_WEST,91.46,N
17434358,2024-05-21,22:00,HB_NORTH,36.62,N
17434361,2024-05-21,22:00,HB_WEST,41.73,N
17435266,2024-05-21,23:00,HB_NORTH,27.47,N
17435269,2024-05-21,23:00,HB_WEST,30.76,N
17436174,2024-05-21,24:00,HB_NORTH,20.92,N
17436177,2024-05-21,24:00,HB_WEST,22.89,N
17437082,2024-05-22,01:00,HB_NORTH,21.44,N
17437085,2024-05-22,01:00,HB_WEST,22.61,N
17437990,2024-05-22,02:00,HB_NORTH,19.4,N
17437993,2024-05-22,02:00,HB_WEST,20.13,N
17438898,2024-05-22,03:00,HB_NORTH,16.37,N
17438901,2024-05-22,03:00,HB_WEST,16.1,N
17439806,2024-05-22,04:00,HB_NORTH,14.52,N
17439809,2024-05-22,04:00,HB_WEST,13.67,N
17440714,2024-05-22,05:00,HB_NORTH,14.13,N
17440717,2024-05-22,05:00,HB_WEST,13.21,N
17441622,2024-05-22,06:00,HB_NORTH,16.39,N
17441625,2024-05-22,06:00,HB_WEST,16.43,N
17442530,2024-05-22,07:00,HB_NORTH,18.63,N
17442533,2024-05-22,07:00,HB_WEST,19.09,N
17443438,2024-05-22,08:00,HB_NORTH,17.55,N
17443441,2024-05-22,08:00,HB_WEST,18.0,N
17444346,2024-05-22,09:00,HB_NORTH,15.48,N
17444349,2024-05-22,09:00,HB_WEST,14.66,N
17445254,2024-05-22,10:00,HB_NORTH,13.76,N
17445257,2024-05-22,10:00,HB_WEST,10.53,N
17446162,2024-05-22,11:00,HB_NORTH,15.49,N
17446165,2024-05-22,11:00,HB_WEST,12.2,N
17447070,2024-05-22,12:00,HB_NORTH,19.3,N
17447073,2024-05-22,12:00,HB_WEST,17.02,N
17447978,2024-05-22,13:00,HB_NORTH,18.4,N
17447981,2024-05-22,13:00,HB_WEST,18.18,N
17448886,2024-05-22,14:00,HB_NORTH,19.8,N
17448889,2024-05-22,14:00,HB_WEST,20.65,N
17449794,2024-05-22,15:00,HB_NORTH,22.89,N
17449797,2024-05-22,15:00,HB_WEST,23.93,N
17450702,2024-05-22,16:00,HB_NORTH,23.97,N
17450705,2024-05-22,16:00,HB_WEST,25.82,N
17451610,2024-05-22,17:00,HB_NORTH,27.58,N
17451613,2024-05-22,17:00,HB_WEST,29.75,N
17452518,2024-05-22,18:00,HB_NORTH,31.13,N
17452521,2024-05-22,18:00,HB_WEST,33.39,N
17453426,2024-05-22,19:00,HB_NORTH,34.67,N
17453429,2024-05-22,19:00,HB_WEST,37.02,N
17454334,2024-05-22,20:00,HB_NORTH,74.15,N
17454337,2024-05-22,20:00,HB_WEST,77.38,N
17455242,2024-05-22,21:00,HB_NORTH,91.0,N
17455245,2024-05-22,21:00,HB_WEST,96.05,N
17456150,2024-05-22,22:00,HB_NORTH,32.7,N
17456153,2024-05-22,22:00,HB_WEST,35.68,N
17457058,2024-05-22,23:00,HB_NORTH,25.62,N
17457061,2024-05-22,23:00,HB_WEST,27.86,N
17457966,2024-05-22,24:00,HB_NORTH,20.02,N
17457969,2024-05-22,24:00,HB_WEST,21.86,N
17458874,2024-05-23,01:00,HB_NORTH,19.43,N
17458877,2024-05-23,01:00,HB_WEST,21.5,N
17459782,2024-05-23,02:00,HB_NORTH,19.33,N
17459785,2024-05-23,02:00,HB_WEST,20.81,N
17460690,2024-05-23,03:00,HB_NORTH,18.62,N
17460693,2024-05-23,03:00,HB_WEST,20.21,N
17461598,2024-05-23,04:00,HB_NORTH,17.67,N
17461601,2024-05-23,04:00,HB_WEST,19.42,N
17462506,2024-05-23,05:00,HB_NORTH,17.44,N
17462509,2024-05-23,05:00,HB_WEST,19.22,N
17463414,2024-05-23,06:00,HB_NORTH,20.59,N
17463417,2024-05-23,06:00,HB_WEST,22.12,N
17464322,2024-05-23,07:00,HB_NORTH,22.24,N
17464325,2024-05-23,07:00,HB_WEST,23.9,N
17465230,2024-05-23,08:00,HB_NORTH,20.0,N
17465233,2024-05-23,08:00,HB_WEST,21.07,N
17466138,2024-05-23,09:00,HB_NORTH,16.4,N
17466141,2024-05-23,09:00,HB_WEST,17.04,N
17467046,2024-05-23,10:00,HB_NORTH,13.91,N
17467049,2024-05-23,10:00,HB_WEST,14.2,N
17467954,2024-05-23,11:00,HB_NORTH,13.28,N
17467957,2024-05-23,11:00,HB_WEST,13.51,N
17468862,2024-05-23,12:00,HB_NORTH,13.36,N
17468865,2024-05-23,12:00,HB_WEST,13.81,N
17469770,2024-05-23,13:00,HB_NORTH,15.74,N
17469773,2024-05-23,13:00,HB_WEST,16.29,N
17470678,2024-05-23,14:00,HB_NORTH,17.82,N
17470681,2024-05-23,14:00,HB_WEST,19.07,N
17471586,2024-05-23,15:00,HB_NORTH,18.99,N
17471589,2024-05-23,15:00,HB_WEST,18.61,N
17472494,2024-05-23,16:00,HB_NORTH,16.69,N
17472497,2024-05-23,16:00,HB_WEST,11.46,N
17473402,2024-05-23,17:00,HB_NORTH,18.94,N
17473405,2024-05-23,17:00,HB_WEST,10.26,N
17474310,2024-05-23,18:00,HB_NORTH,20.47,N
17474313,2024-05-23,18:00,HB_WEST,10.86,N
17475218,2024-05-23,19:00,HB_NORTH,20.43,N
17475221,2024-05-23,19:00,HB_WEST,10.58,N
17476126,2024-05-23,20:00,HB_NORTH,32.64,N
17476129,2024-05-23,20:00,HB_WEST,32.35,N
17477034,2024-05-23,21:00,HB_NORTH,52.89,N
17477037,2024-05-23,21:00,HB_WEST,61.55,N
17477942,2024-05-23,22:00,HB_NORTH,25.27,N
17477945,2024-05-23,22:00,HB_WEST,33.62,N
17478850,2024-05-23,23:00,HB_NORTH,20.96,N
17478853,2024-05-23,23:00,HB_WEST,27.64,N
17479758,2024-05-23,24:00,HB_NORTH,17.33,N
17479761,2024-05-23,24:00,HB_WEST,22.99,N
17480666,2024-05-24,01:00,HB_NORTH,14.22,N
17480669,2024-05-24,01:00,HB_WEST,16.75,N
17481574,2024-05-24,02:00,HB_NORTH,13.34,N
17481577,2024-05-24,02:00,HB_WEST,16.0,N
17482482,2024-05-24,03:00,HB_NORTH,11.8,N
17482485,2024-05-24,03:00,HB_WEST,13.45,N
17483390,2024-05-24,04:00,HB_NORTH,11.2,N
17483393,2024-05-24,04:00,HB_WEST,12.69,N
17484298,2024-05-24,05:00,HB_NORTH,8.38,N
17484301,2024-05-24,05:00,HB_WEST,9.75,N
17485206,2024-05-24,06:00,HB_NORTH,11.49,N
17485209,2024-05-24,06:00,HB_WEST,13.03,N
17486114,2024-05-24,07:00,HB_NORTH,13.68,N
17486117,2024-05-24,07:00,HB_WEST,15.5,N
17487022,2024-05-24,08:00,HB_NORTH,12.98,N
17487025,2024-05-24,08:00,HB_WEST,13.87,N
17487930,2024-05-24,09:00,HB_NORTH,12.19,N
17487933,2024-05-24,09:00,HB_WEST,12.3,N
17488838,2024-05-24,10:00,HB_NORTH,10.66,N
17488841,2024-05-24,10:00,HB_WEST,11.29,N
17489746,2024-05-24,11:00,HB_NORTH,13.99,N
17489749,2024-05-24,11:00,HB_WEST,14.93,N
17490654,2024-05-24,12:00,HB_NORTH,19.67,N
17490657,2024-05-24,12:00,HB_WEST,21.28,N
17491562,2024-05-24,13:00,HB_NORTH,23.88,N
17491565,2024-05-24,13:00,HB_WEST,25.78,N
17492470,2024-05-24,14:00,HB_NORTH,32.07,N
17492473,2024-05-24,14:00,HB_WEST,35.42,N
17493378,2024-05-24,15:00,HB_NORTH,49.2,N
17493381,2024-05-24,15:00,HB_WEST,52.63,N
17494286,2024-05-24,16:00,HB_NORTH,76.17,N
17494289,2024-05-24,16:00,HB_WEST,80.71,N
17495194,2024-05-24,17:00,HB_NORTH,195.33,N
17495197,2024-05-24,17:00,HB_WEST,200.93,N
17496102,2024-05-24,18:00,HB_NORTH,232.58,N
17496105,2024-05-24,18:00,HB_WEST,239.4,N
17497010,2024-05-24,19:00,HB_NORTH,330.2,N
17497013,2024-05-24,19:00,HB_WEST,334.74,N
17497918,2024-05-24,20:00,HB_NORTH,662.75,N
17497921,2024-05-24,20:00,HB_WEST,671.91,N
17498826,2024-05-24,21:00,HB_NORTH,491.68,N
17498829,2024-05-24,21:00,HB_WEST,508.24,N
17499734,2024-05-24,22:00,HB_NORTH,80.6,N
17499737,2024-05-24,22:00,HB_WEST,98.9,N
17500642,2024-05-24,23:00,HB_NORTH,29.51,N
17500645,2024-05-24,23:00,HB_WEST,43.44,N
17501550,2024-05-24,24:00,HB_NORTH,27.22,N
17501553,2024-05-24,24:00,HB_WEST,37.47,N
17502458,2024-05-25,01:00,HB_NORTH,19.76,N
17502461,2024-05-25,01:00,HB_WEST,25.07,N
17503366,2024-05-25,02:00,HB_NORTH,18.29,N
17503369,2024-05-25,02:00,HB_WEST,22.81,N
17504274,2024-05-25,03:00,HB_NORTH,16.6,N
17504277,2024-05-25,03:00,HB_WEST,20.85,N
17505182,2024-05-25,04:00,HB_NORTH,15.75,N
17505185,2024-05-25,04:00,HB_WEST,20.5,N
17506090,2024-05-25,05:00,HB_NORTH,16.67,N
17506093,2024-05-25,05:00,HB_WEST,21.62,N
17506998,2024-05-25,06:00,HB_NORTH,17.17,N
17507001,2024-05-25,06:00,HB_WEST,22.34,N
17507906,2024-05-25,07:00,HB_NORTH,17.98,N
17507909,2024-05-25,07:00,HB_WEST,22.88,N
17508814,2024-05-25,08:00,HB_NORTH,16.4,N
17508817,2024-05-25,08:00,HB_WEST,19.4,N
17509722,2024-05-25,09:00,HB_NORTH,14.05,N
17509725,2024-05-25,09:00,HB_WEST,15.11,N
17510630,2024-05-25,10:00,HB_NORTH,13.58,N
17510633,2024-05-25,10:00,HB_WEST,14.31,N
17511538,2024-05-25,11:00,HB_NORTH,14.09,N
17511541,2024-05-25,11:00,HB_WEST,14.26,N
17512446,2024-05-25,12:00,HB_NORTH,15.79,N
17512449,2024-05-25,12:00,HB_WEST,15.73,N
17513354,2024-05-25,13:00,HB_NORTH,16.82,N
17513357,2024-05-25,13:00,HB_WEST,16.02,N
17514262,2024-05-25,14:00,HB_NORTH,14.55,N
17514265,2024-05-25,14:00,HB_WEST,9.16,N
17515170,2024-05-25,15:00,HB_NORTH,16.67,N
17515173,2024-05-25,15:00,HB_WEST,3.43,N
17516078,2024-05-25,16:00,HB_NORTH,18.36,N
17516081,2024-05-25,16:00,HB_WEST,1.85,N
17516986,2024-05-25,17:00,HB_NORTH,21.22,N
17516989,2024-05-25,17:00,HB_WEST,2.85,N
17517894,2024-05-25,18:00,HB_NORTH,22.59,N
17517897,2024-05-25,18:00,HB_WEST,4.67,N
17518802,2024-05-25,19:00,HB_NORTH,24.34,N
17518805,2024-05-25,19:00,HB_WEST,6.08,N
17519710,2024-05-25,20:00,HB_NORTH,28.42,N
17519713,2024-05-25,20:00,HB_WEST,21.07,N
17520618,2024-05-25,21:00,HB_NORTH,37.13,N
17520621,2024-05-25,21:00,HB_WEST,49.91,N
17521526,2024-05-25,22:00,HB_NORTH,20.05,N
17521529,2024-05-25,22:00,HB_WEST,29.0,N
17522434,2024-05-25,23:00,HB_NORTH,17.46,N
17522437,2024-05-25,23:00,HB_WEST,19.19,N
17523342,2024-05-25,24:00,HB_NORTH,14.72,N
17523345,2024-05-25,24:00,HB_WEST,12.98,N
17524250,2024-05-26,01:00,HB_NORTH,11.94,N
17524253,2024-05-26,01:00,HB_WEST,7.51,N
17525158,2024-05-26,02:00,HB_NORTH,10.76,N
17525161,2024-05-26,02:00,HB_WEST,5.65,N
17526066,2024-05-26,03:00,HB_NORTH,8.67,N
17526069,2024-05-26,03:00,HB_WEST,6.82,N
17526974,2024-05-26,04:00,HB_NORTH,8.89,N
17526977,2024-05-26,04:00,HB_WEST,10.05,N
17527882,2024-05-26,05:00,HB_NORTH,6.6,N
17527885,2024-05-26,05:00,HB_WEST,8.28,N
17528790,2024-05-26,06:00,HB_NORTH,7.74,N
17528793,2024-05-26,06:00,HB_WEST,9.43,N
17529698,2024-05-26,07:00,HB_NORTH,7.0,N
17529701,2024-05-26,07:00,HB_WEST,8.73,N
17530606,2024-05-26,08:00,HB_NORTH,5.84,N
17530609,2024-05-26,08:00,HB_WEST,6.51,N
17531514,2024-05-26,09:00,HB_NORTH,3.85,N
17531517,2024-05-26,09:00,HB_WEST,4.34,N
17532422,2024-05-26,10:00,HB_NORTH,3.0,N
17532425,2024-05-26,10:00,HB_WEST,3.54,N
17533330,2024-05-26,11:00,HB_NORTH,5.84,N
17533333,2024-05-26,11:00,HB_WEST,4.13,N
17534238,2024-05-26,12:00,HB_NORTH,10.87,N
17534241,2024-05-26,12:00,HB_WEST,9.01,N
17535146,2024-05-26,13:00,HB_NORTH,14.32,N
17535149,2024-05-26,13:00,HB_WEST,12.57,N
17536054,2024-05-26,14:00,HB_NORTH,18.95,N
17536057,2024-05-26,14:00,HB_WEST,18.51,N
17536962,2024-05-26,15:00,HB_NORTH,21.61,N
17536965,2024-05-26,15:00,HB_WEST,22.49,N
17537870,2024-05-26,16:00,HB_NORTH,35.17,N
17537873,2024-05-26,16:00,HB_WEST,36.17,N
17538778,2024-05-26,17:00,HB_NORTH,55.63,N
17538781,2024-05-26,17:00,HB_WEST,55.95,N
17539686,2024-05-26,18:00,HB_NORTH,79.83,N
17539689,2024-05-26,18:00,HB_WEST,82.96,N
17540594,2024-05-26,19:00,HB_NORTH,189.61,N
17540597,2024-05-26,19:00,HB_WEST,195.53,N
17541502,2024-05-26,20:00,HB_NORTH,1009.91,N
17541505,2024-05-26,20:00,HB_WEST,1016.79,N
17542410,2024-05-26,21:00,HB_NORTH,1522.07,N
17542413,2024-05-26,21:00,HB_WEST,1539.79,N
17543318,2024-05-26,22:00,HB_NORTH,349.22,N
17543321,2024-05-26,22:00,HB_WEST,363.15,N
17544226,2024-05-26,23:00,HB_NORTH,67.89,N
17544229,2024-05-26,23:00,HB_WEST,83.14,N
17545134,2024-05-26,24:00,HB_NORTH,36.54,N
17545137,2024-05-26,24:00,HB_WEST,48.3,N
17546042,2024-05-27,01:00,HB_NORTH,28.0,N
17546045,2024-05-27,01:00,HB_WEST,46.64,N
17546950,2024-05-27,02:00,HB_NORTH,25.1,N
17546953,2024-05-27,02:00,HB_WEST,39.81,N
17547858,2024-05-27,03:00,HB_NORTH,19.72,N
17547861,2024-05-27,03:00,HB_WEST,31.99,N
17548766,2024-05-27,04:00,HB_NORTH,19.67,N
17548769,2024-05-27,04:00,HB_WEST,27.4,N
17549674,2024-05-27,05:00,HB_NORTH,18.58,N
17549677,2024-05-27,05:00,HB_WEST,25.86,N
17550582,2024-05-27,06:00,HB_NORTH,19.1,N
17550585,2024-05-27,06:00,HB_WEST,25.91,N
17551490,2024-05-27,07:00,HB_NORTH,16.9,N
17551493,2024-05-27,07:00,HB_WEST,22.58,N
17552398,2024-05-27,08:00,HB_NORTH,14.28,N
17552401,2024-05-27,08:00,HB_WEST,16.57,N
17553306,2024-05-27,09:00,HB_NORTH,11.84,N
17553309,2024-05-27,09:00,HB_WEST,12.95,N
17554214,2024-05-27,10:00,HB_NORTH,11.19,N
17554217,2024-05-27,10:00,HB_WEST,12.39,N
17555122,2024-05-27,11:00,HB_NORTH,12.43,N
17555125,2024-05-27,11:00,HB_WEST,14.26,N
17556030,2024-05-27,12:00,HB_NORTH,15.04,N
17556033,2024-05-27,12:00,HB_WEST,17.6,N
17556938,2024-05-27,13:00,HB_NORTH,19.81,N
17556941,2024-05-27,13:00,HB_WEST,22.24,N
17557846,2024-05-27,14:00,HB_NORTH,31.33,N
17557849,2024-05-27,14:00,HB_WEST,33.69,N
17558754,2024-05-27,15:00,HB_NORTH,44.53,N
17558757,2024-05-27,15:00,HB_WEST,48.35,N
17559662,2024-05-27,16:00,HB_NORTH,58.59,N
17559665,2024-05-27,16:00,HB_WEST,65.0,N
17560570,2024-05-27,17:00,HB_NORTH,110.0,N
17560573,2024-05-27,17:00,HB_WEST,117.19,N
17561478,2024-05-27,18:00,HB_NORTH,110.0,N
17561481,2024-05-27,18:00,HB_WEST,116.38,N
17562386,2024-05-27,19:00,HB_NORTH,110.0,N
17562389,2024-05-27,19:00,HB_WEST,117.16,N
17563294,2024-05-27,20:00,HB_NORTH,256.02,N
17563297,2024-05-27,20:00,HB_WEST,264.27,N
17564202,2024-05-27,21:00,HB_NORTH,121.18,N
17564205,2024-05-27,21:00,HB_WEST,141.23,N
17565110,2024-05-27,22:00,HB_NORTH,17.0,N
17565113,2024-05-27,22:00,HB_WEST,30.98,N
17566018,2024-05-27,23:00,HB_NORTH,16.02,N
17566021,2024-05-27,23:00,HB_WEST,24.38,N
17566926,2024-05-27,24:00,HB_NORTH,14.96,N
17566929,2024-05-27,24:00,HB_WEST,19.91,N
17567834,2024-05-28,01:00,HB_NORTH,11.5,N
17567837,2024-05-28,01:00,HB_WEST,13.97,N
17568742,2024-05-28,02:00,HB_NORTH,10.96,N
17568745,2024-05-28,02:00,HB_WEST,13.06,N
17569650,2024-05-28,03:00,HB_NORTH,8.68,N
17569653,2024-05-28,03:00,HB_WEST,10.15,N
17570558,2024-05-28,04:00,HB_NORTH,11.26,N
17570561,2024-05-28,04:00,HB_WEST,12.04,N
17571466,2024-05-28,05:00,HB_NORTH,11.69,N
17571469,2024-05-28,05:00,HB_WEST,12.43,N
17572374,2024-05-28,06:00,HB_NORTH,15.98,N
17572377,2024-05-28,06:00,HB_WEST,16.65,N
17573282,2024-05-28,07:00,HB_NORTH,21.01,N
17573285,2024-05-28,07:00,HB_WEST,21.43,N
17574190,2024-05-28,08:00,HB_NORTH,17.62,N
17574193,2024-05-28,08:00,HB_WEST,18.27,N
17575098,2024-05-28,09:00,HB_NORTH,13.67,N
17575101,2024-05-28,09:00,HB_WEST,14.05,N
17576006,2024-05-28,10:00,HB_NORTH,10.67,N
17576009,2024-05-28,10:00,HB_WEST,10.82,N
17576914,2024-05-28,11:00,HB_NORTH,10.96,N
17576917,2024-05-28,11:00,HB_WEST,10.55,N
17577822,2024-05-28,12:00,HB_NORTH,11.26,N
17577825,2024-05-28,12:00,HB_WEST,10.5,N
17578730,2024-05-28,13:00,HB_NORTH,12.24,N
17578733,2024-05-28,13:00,HB_WEST,11.46,N
17579638,2024-05-28,14:00,HB_NORTH,13.73,N
17579641,2024-05-28,14:00,HB_WEST,13.78,N
17580546,2024-05-28,15:00,HB_NORTH,15.51,N
17580549,2024-05-28,15:00,HB_WEST,15.03,N
17581454,2024-05-28,16:00,HB_NORTH,17.22,N
17581457,2024-05-28,16:00,HB_WEST,16.36,N
17582362,2024-05-28,17:00,HB_NORTH,20.67,N
17582365,2024-05-28,17:00,HB_WEST,19.27,N
17583270,2024-05-28,18:00,HB_NORTH,21.1,N
17583273,2024-05-28,18:00,HB_WEST,18.59,N
17584178,2024-05-28,19:00,HB_NORTH,21.6,N
17584181,2024-05-28,19:00,HB_WEST,18.51,N
17585086,2024-05-28,20:00,HB_NORTH,34.62,N
17585089,2024-05-28,20:00,HB_WEST,32.91,N
17585994,2024-05-28,21:00,HB_NORTH,31.9,N
17585997,2024-05-28,21:00,HB_WEST,36.4,N
17586902,2024-05-28,22:00,HB_NORTH,21.68,N
17586905,2024-05-28,22:00,HB_WEST,26.18,N
17587810,2024-05-28,23:00,HB_NORTH,15.99,N
17587813,2024-05-28,23:00,HB_WEST,18.82,N
17588718,2024-05-28,24:00,HB_NORTH,14.33,N
17588721,2024-05-28,24:00,HB_WEST,16.24,N
17589626,2024-05-29,01:00,HB_NORTH,15.08,N
17589629,2024-05-29,01:00,HB_WEST,16.83,N
17590534,2024-05-29,02:00,HB_NORTH,15.28,N
17590537,2024-05-29,02:00,HB_WEST,16.83,N
17591442,2024-05-29,03:00,HB_NORTH,15.6,N
17591445,2024-05-29,03:00,HB_WEST,16.64,N
17592350,2024-05-29,04:00,HB_NORTH,14.87,N
17592353,2024-05-29,04:00,HB_WEST,16.13,N
17593258,2024-05-29,05:00,HB_NORTH,16.12,N
17593261,2024-05-29,05:00,HB_WEST,17.74,N
17594166,2024-05-29,06:00,HB_NORTH,17.88,N
